room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,sim_ambient_mean,sim_ambient_median,ambient_cell_count,human_count,sim_wall_temp_mean,sim_wall_temp_median,frame,sim_time_s,sim_time_min,real_datetime
20.728740384850347,27.785869981855335,20.569056808593018,0.4682799029693885,0.0,0.0,,21.033544283319195,24.536312103271484,21.718959897114996,23.375257737852753,21.391446070487664,22.010759862197112,21.033208872885403,22.053536602011615,21.076520777603008,20.778603488067915,20.69830015200307,7025,0,20.728059284862617,20.681319351190417,11,330.0,5.5,2025-04-23 14:34:30
20.71884435186372,27.34988294498489,20.562939798480993,0.4449551042141761,0.0,0.0,,21.04859775407409,24.536312103271484,21.728691125844108,23.375257363962895,21.392885477144098,22.010760034676448,21.030926351203387,22.053492102442497,21.065763833389244,20.76733020052349,20.691054617481175,7025,0,20.720726088272222,20.67318253843844,12,360.0,6.0,2025-04-23 14:35:00
20.709501840688997,26.930041983878944,20.557360083383568,0.4236981234706506,0.0,0.0,,21.062472010677567,24.536312103271484,21.736949044670233,23.375258038007413,21.39491580033265,22.01075856927139,21.028530536145205,22.053474314064935,21.059094569267366,20.756568877319996,20.68403927472194,7025,0,20.713830180330795,20.665420786090145,13,390.0,6.5,2025-04-23 14:35:30
20.700673410082633,26.52885240301977,20.552269779163684,0.40427376014529903,0.0,0.0,,21.075290978068338,24.536312103271484,21.74387739275402,23.375259339606124,21.397178357528443,22.01075699312002,21.026215124046644,22.053464349293982,21.05406333898908,20.7462946814973,20.677304878822138,7025,0,20.707300017592175,20.658007987659357,14,420.0,7.0,2025-04-23 14:36:00
20.690765455206957,26.147791025076735,20.547625765808508,0.37967546412225683,0.0,0.0,,21.085500003837787,24.513336181640625,21.749230008209725,23.060074666786115,21.370664566918986,21.743745900744663,21.00067782433079,21.860591051676153,21.032567309190178,20.736482314751832,20.670809750346212,7025,0,20.700425873249785,20.650908787925047,15,450.0,7.5,2025-04-23 14:36:30
20.68271102249374,25.78755302190534,20.543389036024216,0.3626992608927895,0.0,0.0,,21.094773183175267,24.513336181640625,21.753492911592147,23.060044165120487,21.36042008385207,21.743721332731962,20.987783408670474,21.860550593986403,21.021439476229983,20.72710580584366,20.664596797001245,7025,0,20.694246491428125,20.644122668490017,16,480.0,8.0,2025-04-23 14:37:00
20.67561973379652,25.448254271755875,20.539524179101452,0.34895128475458825,0.0,0.0,,21.103925566675475,24.48879623413086,21.75638885943609,23.102253176686194,21.358882030103846,21.883864104569756,20.99160778457074,21.893459744416056,21.016790969525086,20.718145221331607,20.658672732452857,7025,0,20.68855959802353,20.637623251516906,17,510.0,8.5,2025-04-23 14:37:30
20.66851763000576,25.129592751271492,20.535998964449778,0.3349043669733587,0.0,0.0,,21.112452137084883,24.48879623413086,21.7584163730199,23.102250569449083,21.357196513192584,21.883869637183462,20.990905744639765,21.893454605056043,21.01195752237682,20.709582462145022,20.652906528188222,7025,0,20.683121301372434,20.631408766986603,18,540.0,9.0,2025-04-23 14:38:00
20.66175669174839,24.83097455481533,20.532783999195072,0.3221390857207558,0.0,0.0,,21.12058116076639,24.50457763671875,21.75992963416657,23.131892589797022,21.358577495498544,21.839831716169783,20.98516068836548,21.918702257346844,21.009663235082705,20.701398807738716,20.647373419735185,7025,0,20.67802016195804,20.625497133969134,19,570.0,9.5,2025-04-23 14:38:30
20.65537201575123,24.55161057082612,20.52985244141384,0.3102498078733809,0.0,0.0,,21.12813969100826,24.50457763671875,21.76075233151011,23.131893615690746,21.358690254458583,21.839827136451596,20.9811190591936,21.918700932863683,21.006413572712894,20.69357612486827,20.642042619882208,7025,0,20.67311927090109,20.619794345506527,20,600.0,10.0,2025-04-23 14:39:00
20.64968608428328,24.51858329772949,20.527179755725545,0.30055395232404813,0.0,0.0,,21.135738255773955,24.51858329772949,21.761171526205963,23.111517281221285,21.356640520059035,21.908581293893523,20.98372807209797,22.318282805996212,21.038915205175154,20.686099000510076,20.636920406271592,7025,0,20.669173205769184,20.61437148302099,21,630.0,10.5,2025-04-23 14:39:30
20.644002168674092,24.51858329772949,20.52474350164902,0.29064251774741234,0.0,0.0,,21.142845100263656,24.51858329772949,21.761020175158517,23.111514742008744,21.355549957184156,21.90858519983231,20.98343852352008,22.31835078559817,21.051009655476435,20.67895380646153,20.632018168340743,7025,0,20.665026210857828,20.6091902891397,22,660.0,11.0,2025-04-23 14:40:00
20.638355486867056,24.526952743530277,20.522523147770205,0.28096251817209195,0.0,0.0,,21.151128432039474,24.526952743530277,21.760484391306743,23.163209297615044,21.359465520587904,21.857822312012765,20.977811188581555,21.921169624029204,21.021054810458484,20.67212094411201,20.627200749187455,7025,0,20.660289721202393,20.604240365677978,23,690.0,11.5,2025-04-23 14:40:30
20.63317696530762,24.526952743530277,20.520499906649313,0.2724481028378332,0.0,0.0,,21.158988254054176,24.526952743530277,21.75948048466152,23.163213576099714,21.360806558461984,21.857817794056075,20.974245700155727,21.9211088114384,21.009119355517328,20.665581874413547,20.6225631701891,7025,0,20.65609565367329,20.599511721273878,24,720.0,12.0,2025-04-23 14:41:00
20.628370911250414,24.54838180541992,20.518656586744655,0.2650803273058831,0.0,0.0,,21.16482634327623,24.54838180541992,21.7583989805509,23.163571550978986,21.361424588549877,21.883046725660904,20.9736007032977,21.977282449303694,21.00767428537838,20.659324389882915,20.618150605779825,7025,0,20.652277058814537,20.59488781463962,25,750.0,12.5,2025-04-23 14:41:30
